customer_id,full_name,age,gender,email,phone_number,country,zip_code,signup_date,last_purchase_date,product_category,purchase_amount,annual_salary,satisfaction_rating,is_subscribed,notes,loyalty_points
1369,Deanna Parks,42.0,F,deanna.parks@gmail.com,+1-222-694-0539,south africa,55321,26/04/2019,04-28-2023,,477.9,38555.59,4.0,Y,N/A,200.5
1224,MELISSA WHEELER,8.0,M,melissa.wheeler@yahoo.com,157.018.4094,USA,,2023/08/29,,ELECTRONICS,254.35,132054.63,2.0,Y,N/A,-
1414,  Jacqueline Chan  ,30.0,f,JACQUELINE.CHAN@GMAIL.COM,unknown,Deutschland,16531,17/04/2022,11-29-2022,electronics,158.71,12522.09,5.0,No,   ,200.5
1355,tracy fitzgerald,72.0,Female,tracy.fitzgerald@gmail.com,unknown,usa,89358,2018-07-05,"August 02, 2022",Books,368.05,78162.22,1.0,0,,200.5
1127,  Terry Hill  ,25.0,f,terry.hill@gmail.com,720-999-3476,U.S.,72680,22/01/2025,"January 12, 2024",electronics,81.11,-1000,3.0,1,N/A,150
1285,  Nicholas Green  ,22.0,Non-binary,NICHOLAS.GREEN@GMAIL.COM,9543165266,france,75263,21 Jun 2024,2021/12/13,Electronics,98.1,30044.34,3.0,Y,,N/A
1423,,25.0,F,catherine@yahoo.com,861-031-3100,South Africa,75897,2021/12/11,2023/09/14,Electronics,53.83,"$37,031.71",2.0,0,Draw mother every third record.,N/A
1107,ANTHONY HOWARD,43.0,Female,,0723688767,RSA,,05-26-2021,07/02/2019,Home & Garden,211.3,55102.27,5.0,N,Report kitchen cold not somebody determine.,-
1381,Paul Cruz,82.0,M,paul.cruz@hotmail.com,(669) 432-0293,U.S.,78110,"June 01, 2019",15 Nov 2021,books,-25.12,84507.12,1.0,true,N/A,150
1333,Patrick Mack,,m,patrick.mack at gmail.com,439.284.0445,United States,,07-19-2019,15/04/2024,Clothing,-459.54,43168.57,4.0,true,See attached file!!!,
1133,  Jason Macias  ,67.0,m,jason.macias@hotmail.com,+1-586-179-3271,RSA,04880,2018/11/15,07-21-2022,,,83055.89,5.0,,NULL,200.5
1374,  Gary Johnson  ,46.0,f,gary.johnson@company.com,unknown,S. Africa,87821,18/05/2024,28/03/2021,clothing ,387.84,,100.0,,,-
1044,Stephen Taylor,11.0,m,stephen.taylor@hotmail.com,758.692.6179,France,539,2022/10/01,05-27-2020,ELECTRONICS,151.42,25429.56,3.0,0,,100
1476,Cheryl Brooks,52.0,M,cheryl.brooks@hotmail.com,unknown,england,98494,15/06/2020,2024/01/30,Home & Garden,125.03,27397.97,1.0,true,See attached file!!!,-
1065,ELIZABETH MORRISON,65.0,Female,elizabeth.morrison@yahoo.com,627.570.5964,United Kingdom,84317,2023-06-26,2019/06/25,Toys,363.02,31075.87,,N,N/A,-
1283,  Adam Yu  ,57.0,f,,441-343-2756,Deutschland,04941,,2024/06/04,,244.67,"$34,512.25",,1,,N/A
1085,nicole good,53.0,M,nicole.good@yahoo.com,7868633752,england,36630,28 May 2022,17 Mar 2022,home and garden,142.72,62142.25,,No,DRIVE ATTACK ORDER.,100
1242,,18.0,Other,amber@company.com,067-198-5546,Germany,07735,06-08-2022,"February 10, 2021",Toys,355.16,22745.68,5.0,Yes,   ,N/A
1186,  James Thomas  ,37.0,m,JAMES.THOMAS@GMAIL.COM,(270) 267-2885,usa,64283,2019-05-07,07/05/2024,Books,42.48,38683.79,3.0,Y,,-
1395,dakota hickman,65.0,m,dakota.hickman@company.com,unknown,United States of America,32002,26 Feb 2020,10-06-2019,home and garden,138.34,68802.88,3.0,N,,-
1159,ROGER LEE,6.0,f,roger.lee@yahoo.com,516.091.7798,S. Africa,18148,2024/09/03,04/06/2022,Electronics,134.97,70636.46,2.0,false,See attached file!!!,100
1012,ARIEL MEDINA,56.0,f,ariel.medina@hotmail.com,unknown,United Kingdom,66808,2022-11-22,03-18-2020,,424.77,59839.25,3.0,1,,N/A
1035,JUAN TRAN,7.0,Male,juan.tran@gmail.com,unknown,,12718,26/08/2023,11-06-2023,Books,216.01,30583.13,2.0,No,,150
1028,,43.0,F,ronald at company.com,,United States of America,98272,2019-09-25,"June 17, 2022",books,161.75,"$42,987.23",,,NULL,150
1170,Mr. Matthew Steele,21.0,m,mr..matthew.steele@yahoo.com,299-556-2053,U.S.,29536,08-15-2021,2024-03-04,clothing ,209.81,,5.0,No,MAIN BOARD POPULATION BANK EXACTLY.,150
1142,jaime wheeler,88.0,Female,jaime.wheeler@yahoo.com,(279) 855-2414,United Kingdom,04098,12-08-2024,,books,424.77,44930.49,3.0,false,,150
1410,SUSAN CLARK,75.0,Male,susan.clark@yahoo.com,,usa,13696,2023-11-18,12-01-2022,ELECTRONICS,489.6,98796.06,3.0,No,SPEAK CONFERENCE ACT CONDITION NOTE PARENT ALL.,N/A
1436,TAMMY JONES,44.0,F,tammy.jones@company.com,unknown,usa,,23/07/2019,2019-01-11,electronics,314.6,55104.87,4.0,Y,Heavy line probably office until simple moment.,150
1221,andrew taylor,65.0,F,ANDREW.TAYLOR@HOTMAIL.COM,,UK,20867,2019-07-12,2018-12-03,Toys,424.25,65300.71,3.0,yes,,200.5
1095,  Adam Jackson  ,26.0,Male,adam.jackson@gmail.com,+1-765-918-0339,usa,62825,30 Apr 2020,"October 08, 2019",Clothing,167.26 USD,44404.8,3.0,Y,,N/A
1051,  Luke Craig  ,8.0,F,luke.craig@company.com,476-797-6438,United States of America,15419,2022-11-30,23 Jan 2022,Books,189.15,19739.2,2.0,No,Involve exist question main project animal.,200.5
1240,RICHARD REYES,55.0,Male,richard.reyes at company.com,unknown,France,44102,2020/12/16,"June 29, 2023",ELECTRONICS,231.57,17654.7,1.0,yes,,N/A
1383,  David Smith  ,,Female,,(916) 498-3735,Uk,35732,0000-00-00,22/08/2021,Books,319.21,"$72,153.19",3.0,false,,-
1351,REBECCA OLSEN,34.0,m,,4364027011,france,91768,25/09/2024,2023-09-25,Toys,322.73,96847.75,4.0,,,100
1390,  Joseph Patel PhD  ,21.0,m,joseph.patel.phd@company.com,(619) 689-3135,United States of America,00876,N/A,2020/05/16,books,498.08,38455.38,5.0,N,,
1178,Daniel Brock,31.0,Female,daniel.brock@company.com,unknown,Germany,54089,2022/11/19,"November 16, 2018",,166.06 USD,38586.35,5.0,No,See attached file!!!,-
1041,,150.0,f,julie at yahoo.com,(439) 533-9421,RSA,82743,28/08/2019,"September 19, 2019",Books,381.14,58427.37,3.0,yes,BED FAR SECTION COMPARE.,150
1448,Denise Lutz,999.0,m,denise.lutz@gmail.com,8459609454,United Kingdom,86907,"May 11, 2022",08 Nov 2019,Toys,128.02,80553.54,3.0,Yes,NULL,150
1399,,73.0,Non-binary,christine@hotmail.com,275.895.5168,U.S.,59495,2024-05-04,2023-10-05,Clothing,384.72,56953.52,3.0,No,,100
1206,WENDY NEAL,22.0,Other,wendy.neal@hotmail.com,069.804.2043,RSA,917,N/A,10-24-2023,ELECTRONICS,81.5,72127.98,5.0,1,N/A,100
1282,emily coleman,2.0,f,emily.coleman@gmail.com,+1-342-575-4090,UK,97422,01-29-2019,"October 13, 2023",home and garden,63.81,-9825.35,1.0,false,See attached file!!!,100
1358,NATASHA WILSON,36.0,F,natasha.wilson@gmail.com,(525) 690-4098,France,25386,"February 01, 2023",2021-07-13,Home & Garden,281.29,67566.91,5.0,true,   ,-
1254,melissa salazar,89.0,,melissa.salazar@hotmail.com,9319508501,Germany,50695,06 Mar 2019,"January 16, 2018",Clothing,385.33,67678.38,1.0,N,Let American hand possible relate night.,200.5
1424,HANNAH ROBERTS,27.0,F,hannah.roberts@gmail.com,9401289743,UK,22813,07-24-2020,18/09/2024,Toys,432.55,64838.38,1.0,true,See attached file!!!,
1004,  Maria Thomas  ,65.0,Female,maria.thomas@yahoo.com,238-849-6965,south africa,29247,04-04-2019,26/08/2018,Books,489.1,50316.93,5.0,0,See attached file!!!,200.5
1256,  Christopher Mullen  ,85.0,Male,CHRISTOPHER.MULLEN@COMPANY.COM,(112) 412-7238,United Kingdom,82719,"March 30, 2022",2020-09-28,clothing ,167.2 USD,58729.09,5.0,false,   ,
1461,Ryan Guerrero,56.0,M,ryan.guerrero@gmail.com,003-296-3347,RSA,20349,24 Feb 2021,2024/01/02,books,379.92,67907.52,5.0,yes,ABOUT ATTACK NEWSPAPER DECADE CONCERN.,-
1100,ROBERT VILLARREAL,47.0,F,robert.villarreal@company.com,(924) 593-7526,Germany,42331,"June 19, 2023",11-18-2024,clothing ,-150.79,48446.76,5.0,Yes,,100
1226,  Melissa Jensen  ,72.0,,melissa.jensen@gmail.com,453-817-9217,United Kingdom,13249,10/01/2020,26/07/2024,,460.6,77711.31,1.0,true,,200.5
1439,STEPHANIE WARD,53.0,,stephanie.ward@hotmail.com,+1-698-152-8733,germany,75260,"August 05, 2019",07-26-2019,Home & Garden,,67457.0,5.0,yes,   ,100
1213,mrs. jasmine hubbard,18.0,m,mrs..jasmine.hubbard@company.com,unknown,france,06962,2023/05/04,2023/07/20,clothing ,18.93 USD,56164.17,1.0,,,200.5
1434,,4.0,,william at yahoo.com,+1-837-744-1975,Germany,88017,"January 22, 2021",,,,23111.45,4.0,true,See attached file!!!,150
1171,,37.0,Non-binary,jessica@hotmail.com,(110) 809-9693,,05305,01 Feb 2025,,Electronics,399.38,92315.49,,N,   ,150
1098,  Ian Nelson  ,63.0,f,ian.nelson@hotmail.com,(212) 678-8861,United States,03943,2021-02-24,20/07/2024,clothing ,396.66,74372.9,4.0,N,,200.5
1292,Jordan Moses,47.0,Non-binary,jordan.moses@hotmail.com,(905) 097-5923,United States of America,06881,2022-11-13,,home and garden,168.95 USD,83825.47,3.0,No,See attached file!!!,100
1215,  Madison Miller  ,86.0,f,madison.miller@hotmail.com,689-268-6025,france,74621,2020-12-22,"January 02, 2025",,38.3,62155.75,3.0,1,NULL,-
1061,Fernando Garcia,69.0,m,fernando.garcia@hotmail.com,(522) 047-2779,USA,01189,16/12/2023,2023-04-19,ELECTRONICS,467.84,74510.9,1.0,No,   ,-
1047,  Kelly Ellis  ,61.0,Male,KELLY.ELLIS@COMPANY.COM,0076617711,United Kingdom,42720,"February 26, 2024",08-31-2020,,59.87,,2.0,yes,NULL,150
1032,CHRISTOPHER PARKER,29.0,Non-binary,christopher.parker at hotmail.com,947-174-6488,germany,65223,2020/12/09,,books,306.99,54730.06,1.0,yes,Ball always it focus economy before.,
1267,,70.0,Non-binary,scott@gmail.com,985-240-1322,S. Africa,90684,19 Feb 2018,"February 14, 2021",home and garden,301.44,90309.08,2.0,Y,N/A,150
1327,Christopher Gibson,14.0,f,christopher.gibson@hotmail.com,(073) 033-7933,France,63513,17/06/2019,2024/12/16,home and garden,157.04,43796.38,2.0,Yes,AIR BOY FACT CREATE ONE SHE.,150
1200,Lindsay Mahoney,17.0,m,lindsay.mahoney@hotmail.com,585-566-5939,United States of America,72017,11/02/2023,17/01/2020,ELECTRONICS,62.87,69280.01,1.0,,,
1483,Jessica Jensen,84.0,M,JESSICA.JENSEN@HOTMAIL.COM,(996) 673-4595,germany,63750,,11-08-2018,Electronics,476.54,53217.6,,0,   ,-
1027,,1.0,m,hunter@company.com,3545494808,france,25543,26 Mar 2022,2020/09/05,Home & Garden,354.09,62513.96,4.0,Yes,,N/A
1425,Tracy Aguilar,25.0,,tracy.aguilar@gmail.com,+1-737-100-9438,United States of America,66449,2020-07-02,2023-06-25,clothing ,358.94,28595.34,1.0,true,   ,150
1230,STEVEN FAULKNER,73.0,m,STEVEN.FAULKNER@GMAIL.COM,+1-085-140-3696,UK,82449,2022-05-29,"August 02, 2024",clothing ,459.47,5000000,1.0,true,Republican image itself deep community cause.,100
1260,ryan griffin,67.0,Other,RYAN.GRIFFIN@COMPANY.COM,+1-150-939-8343,Germany,03456,,2019/07/24,Books,417.98,52705.27,5.0,Y,,
1378,  Eric Davis  ,55.0,Non-binary,eric.davis@hotmail.com,(082) 555-9895,UK,31729,02-20-2022,2022-06-19,Clothing,50.96,40631.12,4.0,Yes,NULL,100
1288,,52.0,,rebekah at hotmail.com,(990) 048-9646,United States of America,88484,2020-12-31,"October 17, 2020",Home & Garden,253.6,46199.11,3.0,,N/A,-
1162,  Candace Mitchell  ,90.0,m,,420-438-0571,U.S.,81255,"January 16, 2021",03-20-2018,home and garden,356.3,"$65,438.83",4.0,1,Ten score night down six sometimes explain.,100
1437,Andrea Johnson,1.0,F,andrea.johnson@yahoo.com,(231) 177-5331,usa,23307,07/11/2018,28 Oct 2019,books,113.04,"$55,939.61",3.0,Y,,100
1138,  Sylvia Smith  ,62.0,m,sylvia.smith@hotmail.com,998.616.2299,usa,76873,"January 04, 2023",2021/10/18,home and garden,7.62 USD,35189.27,1.0,Y,   ,200.5
1062,,5.0,Male,ALLEN@YAHOO.COM,+1-893-246-0953,UK,75299,,2024/05/15,Toys,249.49,45416.52,-1.0,false,NULL,200.5
1135,,82.0,M,madison@hotmail.com,+1-973-103-2417,Deutschland,15640,2022/08/10,"December 27, 2024",Books,39.08,,5.0,,See attached file!!!,
1128,,34.0,Non-binary,LUIS@COMPANY.COM,unknown,United States,29208,2024-12-07,10-25-2018,clothing ,144.35,"$31,626.44",2.0,yes,See attached file!!!,N/A
1492,jason smith,6.0,F,jason.smith@yahoo.com,624-479-5133,United Kingdom,02869,26 Feb 2018,05-20-2019,Toys,333.24,35285.48,2.0,false,FORGET HOME UPON ACTUALLY FUTURE GET KNOW LEFT.,
1008,Cindy Anderson,73.0,Female,cindy.anderson@gmail.com,unknown,south africa,75348,"April 16, 2020",13 May 2021,Books,283.68 USD,45610.51,3.0,No,   ,100
1326,,17.0,f,carrie@company.com,(450) 892-0388,,07658,07-01-2023,12-16-2020,Clothing,368.96,"$38,420.10",,no,REASON WORD OUTSIDE FORMER OFFICIAL WHITE PATTERN.,
1478,Emily Hodge,18.0,m,emily.hodge@hotmail.com,439.055.2958,,023,11-08-2019,,Clothing,449.04,53889.05,1.0,0,NULL,200.5
1064,  Andrew Lucas  ,88.0,Other,andrew.lucas@hotmail.com,4505415667,england,51179,02 Jul 2019,"August 31, 2022",Toys,382.12,32873.3,3.0,No,N/A,
1300,terry morgan,56.0,f,terry.morgan at company.com,(972) 466-5729,United Kingdom,27660,"January 09, 2020","June 03, 2022",Clothing,324.33,42995.66,,No,See attached file!!!,200.5
1014,WILLIAM MARTIN,,,william.martin@gmail.com,786.801.1280,S. Africa,48894,N/A,13 Mar 2019,Books,128.35,20501.64,5.0,N,PROJECT GOVERNMENT NICE THEMSELVES WIND.,-
1156,AMY SCHNEIDER MD,69.0,Non-binary,amy.schneider.md@yahoo.com,unknown,Germany,62011,06-19-2024,03/03/2019,Toys,499.22,22850.34,3.0,true,See attached file!!!,200.5
1040,,86.0,f,,482-175-9464,Germany,,11-15-2018,N/A,Home & Garden,474.07,69769.33,11.0,0,See attached file!!!,100
1379,Jeremy Garcia,51.0,Other,jeremy.garcia@company.com,895.473.8202,S. Africa,25628,20/02/2018,2023-02-06,Electronics,133.03,50731.06,4.0,N,,100
1473,  Angela Hernandez  ,22.0,M,angela.hernandez@yahoo.com,,France,96269,,07-11-2022,clothing ,401.61,85047.14,5.0,0,N/A,150
1415,MICHELLE SHAH,77.0,Non-binary,michelle.shah@yahoo.com,+1-196-655-3307,usa,65860,2021/04/18,2022-12-18,Electronics,417.46,44484.9,1.0,Y,   ,150
1216,Dale Dean,41.0,Female,dale.dean@hotmail.com,(407) 778-0973,United States,28927,16/10/2023,03-30-2023,home and garden,364.67 USD,66215.69,3.0,true,See attached file!!!,100
1279,curtis ford,38.0,F,curtis.ford@hotmail.com,324-665-1364,,38124,N/A,2018/09/11,Home & Garden,399.77,70492.68,-1.0,1,AGREE SOMEONE FINANCIAL MAGAZINE YARD.,100
1447,,72.0,f,karen@yahoo.com,(305) 966-0186,south africa,95042,2022-05-28,28 Sep 2023,electronics,437.75,24317.72,5.0,Y,,200.5
1486,patrick willis ii,21.0,Other,patrick.willis.ii@yahoo.com,923-555-8099,south africa,99025,2022-11-07,18/11/2019,electronics,373.6,62331.96,3.0,,,100
1000,STEVEN CLARK,16.0,Other,STEVEN.CLARK@YAHOO.COM,+1-346-729-9493,USA,66361,13 May 2021,02-18-2024,,77.39 USD,50646.38,5.0,1,   ,N/A
1236,jennifer reyes,43.0,Male,jennifer.reyes@yahoo.com,(723) 950-4102,Deutschland,61320,31/08/2023,"January 17, 2022",home and garden,73.31,50263.63,3.0,Yes,LISTEN CERTAIN THAT ACTIVITY UNTIL LARGE.,
1207,William Garcia,10.0,F,william.garcia@gmail.com,+1-579-812-3878,France,93885,N/A,01/05/2019,clothing ,69.46 USD,59281.87,,false,See attached file!!!,100
1212,,20.0,m,christina@gmail.com,+1-573-660-9656,germany,80652,02 Aug 2023,,Electronics,440.66,58074.5,,yes,NULL,200.5
1295,  Kristen Lowery  ,47.0,m,kristen.lowery@company.com,818-661-7945,USA,33906,10/08/2021,31/10/2022,electronics,11.76,55204.66,5.0,1,,150
1470,angela garcia dds,,Male,angela.garcia.dds@yahoo.com,6202812371,germany,05620,"December 19, 2019",2018-06-23,books,340.38,14215.36,5.0,N,See attached file!!!,200.5
1251,  Judy Jackson  ,61.0,Female,judy.jackson@gmail.com,534-929-2983,germany,11835,05 Jan 2025,17 May 2018,ELECTRONICS,402.18 USD,55911.44,-1.0,1,Tax majority yet option student evidence.,200.5
1165,kerry barajas,14.0,Male,kerry.barajas@hotmail.com,(015) 739-9305,United States,50488,07/05/2023,12/03/2022,Clothing,207.25,61928.96,2.0,no,N/A,100
1471,  Megan Mills  ,53.0,Male,MEGAN.MILLS@COMPANY.COM,9592248395,South Africa,68577,17 Aug 2022,2020-03-24,Books,396.31,49611.86,,no,ACT INDICATE CHANGE ATTACK WITH FIND COULD.,150
1303,Robert Peterson,86.0,m,robert.peterson@hotmail.com,821.456.5328,RSA,55776,2018-11-09,08-24-2019,Books,61.02,57270.35,4.0,N,,-
1350,KELLY LOPEZ,60.0,M,kelly.lopez@company.com,unknown,U.S.,55937,2024/11/04,02-05-2021,ELECTRONICS,329.71,38635.59,3.0,Yes,   ,
1269,daniel lee,83.0,M,daniel.lee@company.com,428.013.8759,USA,24765,"August 27, 2022",09-18-2021,Toys,401.72,29782.32,1.0,No,BOTH WORLD BUY BOOK CAREER SEVERAL.,N/A
1201,  William Lewis  ,58.0,Other,WILLIAM.LEWIS@HOTMAIL.COM,(504) 888-9921,germany,05447,2019-10-02,25 Apr 2021,,400.79,"$64,464.75",1.0,yes,N/A,
1161,donna reed,19.0,m,,228-851-5879,South Africa,75295,04-04-2018,11-14-2023,Toys,,28590.87,,yes,Purpose throw move there institution actually.,-
1043,MICHAEL CHAMBERS,23.0,M,michael.chambers@company.com,9651370985,RSA,80465,06 May 2022,"January 28, 2025",home and garden,363.25,48977.93,2.0,N,NULL,-
1217,  Sara Evans  ,9.0,Female,sara.evans@hotmail.com,unknown,england,11996,11/04/2019,17 Mar 2023,Electronics,139.99 USD,76661.02,1.0,false,Board year claim.,
1401,patricia brown phd,9.0,f,patricia.brown.phd@yahoo.com,6730306442,england,11457,,2022-12-06,Clothing,226.17,55490.2,,yes,N/A,N/A
1190,,10.0,M,tanner@company.com,848-728-2997,england,83213,2019-06-19,03 Feb 2019,electronics,299.51,71543.66,4.0,N,N/A,-
1309,Kendra Benson,-5.0,Female,kendra.benson@yahoo.com,unknown,France,60195,30 Oct 2021,2022-10-31,Clothing,305.4,"$97,660.67",,Y,N/A,N/A
1259,JENNIFER PORTER,70.0,Female,jennifer.porter@hotmail.com,2752088547,United Kingdom,38489,0000-00-00,05-11-2021,home and garden,380.11 USD,39149.59,4.0,no,   ,200.5
1105,,61.0,m,,596.969.1557,USA,81419,2023/10/18,14/01/2023,Clothing,214.57,60922.41,3.0,N,N/A,100
1053,ROBERT MONTGOMERY,18.0,Female,robert.montgomery@gmail.com,unknown,United States of America,90889,2018-12-20,24 Nov 2023,Home & Garden,227.74,47298.35,2.0,yes,See attached file!!!,-
1389,CHARLES GRIFFIN,34.0,F,charles.griffin@hotmail.com,+1-711-964-2152,United Kingdom,24339,"September 13, 2021",09-29-2020,Books,286.27,61454.37,3.0,0,,
1001,Donald Lewis,45.0,m,donald.lewis@company.com,unknown,South Africa,44619,12-08-2024,07-22-2020,home and garden,319.66,52234.71,1.0,0,,100
1454,jonathan melendez,89.0,m,jonathan.melendez@company.com,(793) 763-9283,United States,,2021-04-26,10-02-2018,Toys,350.42,78585.94,4.0,,Purpose program painting somebody game brother.,200.5
1498,joseph harrison,6.0,Male,joseph.harrison@yahoo.com,,germany,51005,2019-07-05,01-12-2025,ELECTRONICS,8.77,43927.01,-1.0,no,N/A,-
1049,,83.0,Male,dale@company.com,(832) 731-5851,U.S.,37013,2023-02-18,06-21-2018,books,23.13,"$61,872.37",3.0,No,,150
1419,lonnie burnett,,,lonnie.burnett at hotmail.com,422.971.2529,S. Africa,54672,"April 11, 2022",06-28-2021,electronics,203.71,61835.12,5.0,Y,Property miss drive long majority exactly significant.,
1080,  Tonya Howe  ,27.0,Other,tonya.howe at company.com,004-991-5478,South Africa,,2019-04-17,"November 05, 2019",books,233.72,56740.94,5.0,no,POSSIBLE RESPONSIBILITY ADD FRONT FAR PURPOSE COVER.,N/A
1205,LISA BRANCH MD,47.0,,lisa.branch.md@hotmail.com,270-335-2110,RSA,32357,2024-06-14,02 Aug 2021,clothing ,-319.94,46069.7,,no,,200.5
1034,VIRGINIA SANDOVAL,83.0,M,,(876) 038-5977,,07265,20/03/2024,,ELECTRONICS,272.41,"$71,450.90",2.0,0,,N/A
1430,,60.0,Other,belinda@company.com,+1-342-683-4414,usa,74774,01-27-2023,2022-08-16,Toys,261.16,20737.31,3.0,,,150
1263,  Cody James  ,19.0,,,(870) 494-7873,France,04018,20 May 2024,"March 25, 2021",clothing ,412.6,30994.07,4.0,,,100
1427,Meghan Nolan,83.0,M,meghan.nolan@yahoo.com,782.455.6964,United Kingdom,41044,2022-12-03,12-05-2023,Electronics,-37.24,91629.18,1.0,yes,N/A,100
1366,TINA GUZMAN,2.0,Male,tina.guzman@gmail.com,395-429-6184,Germany,34668,2025/01/08,2022-06-24,Toys,164.58,48572.28,5.0,N,NULL,N/A
1091,  Sean Figueroa  ,85.0,Male,sean.figueroa@yahoo.com,unknown,France,02626,27/11/2020,2019-04-29,clothing ,290.44 USD,73308.04,5.0,yes,,200.5
1339,Kristen Carney MD,21.0,f,kristen.carney.md@yahoo.com,185-672-4380,UK,61078,"December 12, 2021",07-28-2019,electronics,324.34,71508.33,5.0,Y,,100
1488,  Kathryn Norman  ,,F,,(585) 126-8612,Uk,01412,09-19-2019,12-15-2023,Electronics,,44722.66,,yes,N/A,100
1052,bryan jimenez,50.0,Other,bryan.jimenez@hotmail.com,622.683.8851,Deutschland,52545,2019-07-10,"December 26, 2018",electronics,148.73,61481.68,3.0,1,   ,200.5
1345,,57.0,F,edward@hotmail.com,(303) 975-2450,england,687,11/02/2018,,Electronics,128.71 USD,,3.0,Yes,,-
1264,,90.0,M,carol@yahoo.com,597-964-7158,United Kingdom,96571,2022/08/12,08-29-2023,Electronics,41.23,48309.98,4.0,Yes,Adult employee ok certainly leave really group.,200.5
1241,MASON GAINES,53.0,F,mason.gaines at hotmail.com,4101194707,South Africa,20011,25/04/2018,06-03-2021,electronics,38.44 USD,68725.2,3.0,true,TOWARD OFF MIDDLE VOTE MAKE JOB.,N/A
1013,elizabeth alvarado,49.0,Male,elizabeth.alvarado@hotmail.com,(241) 182-4493,Germany,94559,"October 20, 2024",25 Sep 2023,Toys,260.15,16734.4,2.0,no,,100
1315,  Walter Brooks  ,3.0,m,walter.brooks@gmail.com,+1-238-687-0079,RSA,38413,31 Jan 2024,22 Dec 2019,books,146.09,42546.01,1.0,No,N/A,200.5
1088,  Kristin Anderson  ,39.0,Male,kristin.anderson@yahoo.com,,,,04 Nov 2019,2022/08/14,electronics,65.96,44634.6,1.0,no,NULL,N/A
1387,thomas cohen,61.0,F,thomas.cohen@gmail.com,unknown,France,90516,24 Oct 2019,03-29-2020,,126.3,54629.74,1.0,0,,150
1273,eric hanson,78.0,Male,,187.734.7784,S. Africa,71599,2024-07-28,10-15-2022,home and garden,368.3,"$24,612.60",3.0,yes,NULL,150
1166,brendan bonilla,57.0,,brendan.bonilla@company.com,unknown,S. Africa,71014,2022/06/03,2018/06/07,Clothing,200.83,41399.51,,Y,STOCK THESE SCIENTIST ITSELF STAGE AUTHORITY RATHER.,
1328,allen gonzalez,61.0,Other,allen.gonzalez@hotmail.com,(234) 258-3230,United States of America,23579,2022/10/31,"July 21, 2018",Clothing,299.05,69945.87,1.0,no,N/A,200.5
1284,Lance Li,3.0,Non-binary,lance.li at company.com,570.027.2063,usa,82853,"April 29, 2020",2020-01-08,ELECTRONICS,328.06 USD,49948.64,,No,NULL,
1134,lisa webb,21.0,f,lisa.webb@gmail.com,062-962-0153,Deutschland,25402,17/05/2023,2020-09-25,books,,"$26,962.98",2.0,1,See attached file!!!,N/A
1306,Emily Peterson,68.0,m,emily.peterson@hotmail.com,,usa,83821,0000-00-00,"October 02, 2022",clothing ,253.43,86720.34,2.0,no,See attached file!!!,100
1496,,30.0,Non-binary,robert@gmail.com,(309) 329-9819,Germany,75288,19 Apr 2020,25 Feb 2024,Home & Garden,131.95,52859.39,2.0,No,,200.5
1319,brandon austin,69.0,Female,brandon.austin@company.com,(433) 750-4793,United States,01436,2024-07-01,08-04-2019,Home & Garden,107.95,71992.04,2.0,,See attached file!!!,150
1243,Lydia Howard,3.0,F,lydia.howard@yahoo.com,173.203.0937,,51457,2023/12/26,04-06-2018,Home & Garden,50.06,45561.36,2.0,Y,See attached file!!!,
1054,,8.0,F,michael@hotmail.com,2312432921,France,23719,11-20-2018,01-04-2025,,81.33,41461.56,1.0,No,Management senior service large under north play person.,150
1363,Holly Wilson,35.0,F,,117.830.9997,Germany,,2024/01/28,22/05/2022,home and garden,16.6,74502.39,3.0,true,N/A,150
1050,Kylie Morales,57.0,Non-binary,kylie.morales@yahoo.com,unknown,Uk,19096,2022-10-05,04-18-2021,Books,215.93,,3.0,0,See attached file!!!,-
1469,JAMIE MASSEY,74.0,Male,jamie.massey@company.com,(893) 074-6452,U.S.,052,02-20-2019,2023/03/10,ELECTRONICS,9.33,"$31,334.83",1.0,true,,150
1174,,15.0,f,carolyn@yahoo.com,,Deutschland,16010,24/09/2019,06-25-2021,books,70.69,68131.07,,Yes,N/A,150
1445,juan melton,9.0,Male,juan.melton@yahoo.com,3845881056,south africa,929,2021-11-08,"June 10, 2022",Books,382.57,,1.0,Yes,   ,200.5
1189,Christine Sanders,39.0,Non-binary,christine.sanders@hotmail.com,(117) 800-6811,United States of America,,"April 14, 2018","January 24, 2024",Books,13.13,60533.82,5.0,false,,200.5
1065,ELIZABETH MORRISON,65.0,Female,elizabeth.morrison@yahoo.com,627.570.5964,United Kingdom,84317,2023-06-26,2019/06/25,Toys,363.02,31075.87,,N,N/A,200.5
1463,patricia webb,75.0,Other,patricia.webb@hotmail.com,7963044836,UK,08470,07-29-2023,16 May 2024,clothing ,191.4,0,4.0,1,NULL,150
1187,JUSTIN FREDERICK,8.0,Non-binary,justin.frederick@gmail.com,450-615-9399,Deutschland,85680,2020/04/01,24 Jan 2024,clothing ,41.1,53457.97,1.0,Yes,See attached file!!!,100
1169,MATTHEW HUNT,64.0,Other,matthew.hunt@company.com,+1-223-943-1290,germany,989,2024-09-24,,ELECTRONICS,-177.76,40712.97,1.0,Yes,N/A,150
1058,  Sherri Williamson  ,67.0,,sherri.williamson@yahoo.com,unknown,South Africa,78783,2023/09/09,03-10-2018,clothing ,-364.04,38215.65,5.0,0,   ,
